REGION,CÓDIGO DANE DEL DEPARTAMENTO,departamento,codigo_municipio,nombre_municipio_x,vote_share_2002_r1_alvaro_uribe,vote_share_2002_r1_horacio_serpa,vote_share_2006_r1_alvaro_uribe,vote_share_2006_r1_carlos_gaviria,vote_share_2010_r1_gustavo_petro,vote_share_2010_r1_juan_manuel_santos,vote_share_2014_r1_clara_lopez,vote_share_2014_r1_oscar_ivan_zuluaga,vote_share_2018_r1_gustavo_petro,vote_share_2018_r1_ivan_duque,vote_share_2022_r1_blanco,vote_share_2022_r1_federico_gutierrez,vote_share_2022_r1_gustavo_petro,vote_share_2022_r1_no_marcados,vote_share_2022_r1_nulos,vote_share_2022_r1_rest,vote_share_2022_r1_rodolfo_hernandez,vote_share_2022_r1_sergio_fajardo,vote_share_2022_r2_blanco,vote_share_2022_r2_gustavo_petro,vote_share_2022_r2_no_marcados,vote_share_2022_r2_nulos,vote_share_2022_r2_rodolfo_hernandez,nombre_municipio_y,poblacion_total,poblacion_afrocolombiana,poblacion_indigena,poblacion_rural_dispersa,anos_escolaridad,hogares_con_internet,hogares_totales,pct_afro_colombian,pct_indigenous,pct_rural_disperso,years_schooling,internet_access_rate,ipm_score,nbi_rate,proyeccion_2022,population_2022,risk_level,is_pdet,coca_hectares,armed_group_presence,high_risk_flag
Región Caribe,8,Atlántico,08433,Malambo,0.1943,0.5272,0.228,0.3714,0.3597,0.1719,0.252,0.1089,0.6963,0.143,0.0138604989779632,0.179346456472433,0.6681040517458628,0.0008400302410886,0.0071962590653263,0.0124324475681124,0.1033797216699801,0.0148405342592333,0.0134878288946392,0.7854771119100507,0.000732785271016,0.0055187890723396,0.1947834848519544,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,52,Nariño,52435,Mallama,0.1285,0.6591,0.1508,0.4643,0.4498,0.1137,0.3151,0.072,0.8706,0.0946,0.0136747163223741,0.0570264765784114,0.8353215013092814,0.002618562700029,0.0084375909223159,0.0052371254000581,0.0683735816118708,0.009310445155659,0.0148165569143932,0.8939322671683914,0.0014111006585136,0.0087017873941674,0.0811382878645343,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,8,Atlántico,08436,Manatí,0.1647,0.2475,0.1933,0.1744,0.1689,0.1458,0.1183,0.0923,0.3269,0.1212,0.0151387720773759,0.5483599663582843,0.3137089991589571,0.0023549201009251,0.0043734230445752,0.008915054667788,0.0876366694701429,0.0195121951219512,0.0165587836820713,0.4240553966581364,0.002258015956646,0.0046665663104019,0.5524612373927442,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,20,Cesar,20443,Manaure,0.5438,0.3621,0.6382,0.2551,0.2471,0.4812,0.1731,0.3047,0.4783,0.4001,0.0116079105760963,0.200773860705073,0.4589423903697334,0.0002149613069647,0.0111779879621668,0.0137575236457437,0.2893379191745486,0.0141874462596732,0.0112098956320061,0.5376884422110553,0.0005798221878623,0.0112098956320061,0.43931194433707,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,44,La Guajira,44560,Manaure,0.2633,0.4034,0.309,0.2842,0.2753,0.233,0.1928,0.1475,0.5328,0.1937,0.0176865935620799,0.2730810045985143,0.5112604645678576,0.0044806037023935,0.0127343473646975,0.0211060016507487,0.1400778210116731,0.0195731635420351,0.0159325210871602,0.6386285535770072,0.0020306154326772,0.0156982193064667,0.3277100905966885,,,,,,,,,,,,,,,,,,,,,,
Región Llano,85,Casanare,85139,Maní,0.95,0.1368,0.95,0.0964,0.0934,0.95,0.0654,0.7292,0.1807,0.95,0.0087658271879782,0.0781967441213301,0.1733685821622373,0.0009739807986642,0.0069570057047446,0.0308891053290663,0.6923612077361904,0.0084875469597885,0.0115631095012538,0.2241571468375592,0.0011145165784341,0.0079409306213429,0.7552242964614099,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,17,Caldas,17001,Manizales,0.4671,0.2617,0.5482,0.1843,0.1786,0.4133,0.1251,0.2618,0.3456,0.3437,0.0245015930814747,0.2697269003186163,0.3315976331360947,0.0015430131998179,0.0204642694583522,0.0145334547109695,0.2485343650432407,0.0890987710514337,0.0372804635162049,0.4587407206228499,0.0013941698352344,0.0245292413543364,0.4780554046713742,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,25,Cundinamarca,25436,Manta,0.95,0.1176,0.95,0.0828,0.0802,0.9322,0.0562,0.5903,0.1553,0.7752,0.0124810892586989,0.2303328290468986,0.1490166414523449,0.0026475037821482,0.0037821482602118,0.0086989409984871,0.5605143721633888,0.0325264750378214,0.0132219902574808,0.2045929018789144,0.0020876826722338,0.0034794711203897,0.7766179540709812,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,17,Caldas,17433,Manzanares,0.8628,0.1119,0.95,0.0788,0.0763,0.7635,0.0535,0.4835,0.1477,0.6349,0.0157081327590575,0.3334177856599949,0.1417532303014948,0.0040537116797567,0.0139346338991639,0.0072206739295667,0.459082847732455,0.0248289840385102,0.020958450790538,0.2163255300894717,0.0028189729133472,0.0159333251623973,0.7439637210442456,,,,,,,,,,,,,,,,,,,,,,
Región Llano,50,Meta,50325,Mapiripán,0.95,0.2253,0.95,0.1587,0.1537,0.8964,0.1077,0.5677,0.2976,0.7454,0.0153203342618384,0.1109563602599814,0.2855153203342618,0.000928505106778,0.022284122562674,0.011142061281337,0.5389972144846796,0.0148560817084493,0.0207055214723926,0.3730828220858895,0.0026840490797546,0.0195552147239263,0.5839723926380368,,,,,,,,,,,,,,,,,,,,,,
Región Llano,94,Guainía,94663,Mapiripana,0.6652,0.2194,0.7806,0.1546,0.1497,0.5886,0.1049,0.3727,0.2898,0.4895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,13,Bolívar,13440,Margarita,0.3319,0.2187,0.3895,0.1541,0.1492,0.2937,0.1045,0.186,0.2889,0.2442,0.0073269327943405,0.5027791814047499,0.2771601819100556,0.001010611419909,0.0053057099545224,0.0136432541687721,0.1766043456291056,0.0161697827185447,0.0077501709596535,0.3255071803054479,0.0009117848187827,0.0027353544563483,0.6630955094597675,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,13,Bolívar,13442,María la Baja,0.1304,0.436,0.1531,0.3071,0.2975,0.1154,0.2084,0.0731,0.5758,0.096,0.0144351991931417,0.3107034795763994,0.5525088250126071,0.0033408976298537,0.0111573373676248,0.0166414523449319,0.0694024205748865,0.0218103883005547,0.0139730364063096,0.6877353856230555,0.0017466295507887,0.0068227716827684,0.2897221767370777,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,5,Antioquia,05440,Marinilla,0.4615,0.1498,0.5416,0.1055,0.1022,0.4084,0.0716,0.2586,0.1979,0.3396,0.0154169586545199,0.4695164681149264,0.1898451933490476,0.0016882206791106,0.0094604064470918,0.0104160030579091,0.2455564757596993,0.0581002739376951,0.0230644597642723,0.2648600565492264,0.0012707691330177,0.0113416145121834,0.6994631000413,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15442,Maripí,0.95,0.0788,0.95,0.0555,0.0538,0.95,0.0377,0.8212,0.1041,0.95,0.0006983240223463,0.0914804469273743,0.0998603351955307,0.0010474860335195,0.003840782122905,0.0139664804469273,0.7796787709497207,0.0094273743016759,0.0056267583619881,0.1503594873397936,0.0009377930603313,0.0056267583619881,0.8374492028758987,,,,,,,,,,,,,,,,,,,,,,
Región Centro Sur,73,Tolima,73443,Mariquita,0.8607,0.2288,0.95,0.1612,0.1561,0.7617,0.1094,0.4823,0.3022,0.6334,0.0179875989931855,0.1650807293265394,0.2899502731904966,0.0019645159309963,0.0201976794155565,0.0263981828227638,0.4579777764135306,0.020443243906931,0.0204624277456647,0.3683815028901734,0.001271676300578,0.019421965317919,0.5904624277456647,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,17,Caldas,17442,Marmato,0.8273,0.193,0.95,0.1359,0.1317,0.7321,0.0922,0.4636,0.2549,0.6087,0.0299967394848386,0.1946527551353113,0.2445386371046625,0.0042386697098141,0.0270622758395826,0.0192370394522334,0.4401695467883925,0.0401043364851646,0.0332608019894311,0.362760335716506,0.0037301834006838,0.0307740130556419,0.569474665837737,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,17,Caldas,17444,Marquetalia,0.95,0.0892,0.95,0.0628,0.0609,0.9468,0.0426,0.5996,0.1178,0.7874,0.0142739950779327,0.2452830188679245,0.1130434782608695,0.0049220672682526,0.0124692370795734,0.0119770303527481,0.5693191140278917,0.0287120590648072,0.0215270249341799,0.1742295183521759,0.0024779309276753,0.0119250425894378,0.7898404831965309,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,66,Risaralda,66440,Marsella,0.5601,0.2354,0.6573,0.1658,0.1607,0.4956,0.1125,0.3138,0.311,0.4121,0.0173505572441742,0.3200354609929078,0.2983789260385005,0.0050658561296859,0.0227963525835866,0.0115248226950354,0.297998986828774,0.0268490374873353,0.0242098986285032,0.3712581991651759,0.0038163387000596,0.0214669051878354,0.5792486583184258,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,17,Caldas,17446,Marulanda,0.7814,0.1134,0.917,0.0799,0.0774,0.6914,0.0542,0.4379,0.1498,0.575,0.0228937728937728,0.3415750915750916,0.1437728937728937,0.01007326007326,0.0119047619047619,0.0091575091575091,0.4157509157509158,0.0448717948717948,0.0351035103510351,0.2025202520252025,0.0054005400540054,0.0243024302430243,0.7326732673267327,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,68,Santander,68444,Matanza,0.95,0.0574,0.95,0.0404,0.0392,0.95,0.0274,0.8597,0.0758,0.95,0.0070984915705412,0.0910973084886128,0.0727595385980479,0.0005915409642117,0.0026619343389529,0.0050280981958,0.8163265306122449,0.0044365572315882,0.0081598199212155,0.0945413618458075,0.0005627462014631,0.0042205965109735,0.8925154755205402,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,5,Antioquia,05001,Medellín,0.2334,0.1912,0.2739,0.1347,0.1305,0.2065,0.0914,0.1308,0.2525,0.1717,0.0205174743344888,0.5300668190579269,0.2422739915206738,0.0007467288882173,0.0107168773027801,0.0105499614336491,0.1241652010282017,0.060962946434062,0.0331566488544267,0.3336487771385023,0.0008196146732595,0.0145418695482593,0.6178330897855522,Medellin,2427129.0,260000.0,3500.0,30000.0,10.2,680000.0,850000.0,0.1071224479621808,0.001442032953337,0.0123602824571747,10.2,0.8,0.125,0.098,2569007.0,2569007.0,medium,0.0,0.0,0.0,0.0
Región Centro Oriente,25,Cundinamarca,25438,Medina,0.95,0.099,0.95,0.0697,0.0675,0.95,0.0473,0.7596,0.1307,0.95,0.0053218449062341,0.1272174353775975,0.1254434870755195,0.0010136847440446,0.0053218449062341,0.0040547389761784,0.7212366953877344,0.0103902686264571,0.0089737689829728,0.1548550391164289,0.0011504832029452,0.0075931891394385,0.8274275195582145,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,27,Chocó,27425,Medio Atrato,0.1015,0.6199,0.1191,0.4367,0.423,0.0898,0.2963,0.0569,0.8187,0.0747,0.0088055130168453,0.1006891271056661,0.7856049004594181,0.0019142419601837,0.0202909647779479,0.0072741194486983,0.0539816232771822,0.0214395099540581,0.0103406326034063,0.8813868613138686,0.0,0.0188564476885644,0.0894160583941605,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,27,Chocó,27430,Medio Baudó,0.0605,0.6379,0.071,0.4493,0.4353,0.0536,0.3049,0.0339,0.8425,0.0445,0.0061808718282368,0.1229668184775536,0.8083929733246584,0.0022771633051398,0.007156798959011,0.0094339622641509,0.0322055953155497,0.0113858165256994,0.0049212598425196,0.9234744094488188,0.0007381889763779,0.0049212598425196,0.0659448818897637,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,27,Chocó,27450,Medio San Juan,0.0523,0.6291,0.0614,0.4431,0.4293,0.0463,0.3007,0.0293,0.8309,0.0385,0.0165313225058004,0.0739559164733178,0.7972737819025522,0.0037703016241299,0.0217517401392111,0.0116009280742459,0.0278422273781902,0.0472737819025522,0.0176612255820176,0.8985817500668986,0.0013379716350013,0.0173936312550173,0.065025421461065,,,,,,,,,,,,,,,,,,,,,,
Región Centro Sur,73,Tolima,73449,Melgar,0.95,0.1466,0.95,0.1032,0.1,0.8705,0.07,0.5513,0.1936,0.7239,0.0119962920551829,0.2321827798680407,0.1857244124543323,0.0007088718032608,0.0092698620426413,0.0180489666830252,0.5234200338077322,0.0186487812857843,0.0140045620921967,0.2531430693331918,0.0003713330857779,0.0110869449896557,0.7213940904991778,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,19,Cauca,19450,Mercaderes,0.1001,0.6263,0.1175,0.4411,0.4274,0.0886,0.2993,0.0561,0.8271,0.0737,0.0151098901098901,0.1011904761904761,0.7936507936507936,0.0048840048840048,0.0105311355311355,0.0155677655677655,0.0532661782661782,0.0057997557997558,0.0116049382716049,0.865679012345679,0.0025925925925925,0.0125925925925925,0.1075308641975308,,,,,,,,,,,,,,,,,,,,,,
Región Llano,50,Meta,50330,Mesetas,0.8157,0.3378,0.95,0.238,0.2305,0.7218,0.1615,0.4571,0.4462,0.6002,0.0190895741556534,0.0776169498636459,0.4281518774910845,0.0018879798615481,0.0111181036291168,0.0174113698342773,0.434025592615901,0.0106985525487728,0.0195219850392264,0.5022806057288816,0.0020069330414158,0.0082101806239737,0.4679802955665024,,,,,,,,,,,,,,,,,,,,,,
Región Centro Sur,18,Caquetá,18460,Milán,0.8072,0.3041,0.9474,0.2142,0.2075,0.7143,0.1454,0.4524,0.4017,0.594,0.0113487560017459,0.1030117852466172,0.3854212134439109,0.0021824530772588,0.0078568310781318,0.0497599301615015,0.4295067656045395,0.0109122653862941,0.0161169415292353,0.4400299850074962,0.0011244377811094,0.0048725637181409,0.537856071964018,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15455,Miraflores,0.9234,0.2884,0.95,0.2032,0.1968,0.8171,0.1379,0.5175,0.381,0.6795,0.0179408766564729,0.0717635066258919,0.3655453618756371,0.0020387359836901,0.0081549439347604,0.0156982670744138,0.491335372069317,0.0275229357798165,0.0218579234972677,0.4673073299415866,0.0013190126248351,0.0090446579988694,0.5004710759374411,,,,,,,,,,,,,,,,,,,,,,
Región Llano,95,Guaviare,95200,Miraflores,0.2434,0.5301,0.2857,0.3734,0.3618,0.2154,0.2534,0.1364,0.7002,0.1791,0.0302245250431778,0.0949913644214162,0.6718480138169257,0.005181347150259,0.0189982728842832,0.0129533678756476,0.1295336787564766,0.0362694300518134,0.0313479623824451,0.7210031347962382,0.0023510971786833,0.0195924764890282,0.225705329153605,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,19,Cauca,19455,Miranda,0.1683,0.5767,0.1975,0.4063,0.3936,0.1489,0.2757,0.0943,0.7617,0.1238,0.0184328517543235,0.1050459042061063,0.7309088321115935,0.0017792327948188,0.0209949469788627,0.0155149099708205,0.0895309942352857,0.0177923279481887,0.0191226096737907,0.8064580162773771,0.0011248593925759,0.0172037318864553,0.1560907827698008,,,,,,,,,,,,,,,,,,,,,,
Región Centro Sur,91,Amazonas,91460,Miriti Paraná,0.0783,0.6247,0.0919,0.44,0.4263,0.0693,0.2986,0.0439,0.8251,0.0576,0.0104166666666666,0.1458333333333333,0.7916666666666666,,,,0.0416666666666666,0.0104166666666666,0.018018018018018,0.918918918918919,,,0.063063063063063,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,66,Risaralda,66456,Mistrató,0.7277,0.341,0.854,0.2402,0.2327,0.6439,0.163,0.4078,0.4504,0.5355,0.0143149284253578,0.1138377641445126,0.4321745057941377,0.0057941376959781,0.0218132242672119,0.0086912065439672,0.3871847307430129,0.0161895023858214,0.0190097259062776,0.5251989389920424,0.0042735042735042,0.0207780725022104,0.4307397583259652,,,,,,,,,,,,,,,,,,,,,,
Región Llano,97,Vaupés,97001,Mitú,0.3042,0.5208,0.357,0.3669,0.3554,0.2691,0.2489,0.1704,0.6879,0.2238,0.0159478071765132,0.1134469010511054,0.6600217470097861,0.0007249003262051,0.0036245016310257,0.008880028996013,0.161833997825299,0.0355201159840521,0.0121934127540294,0.725718290119131,0.0012613875262789,0.0053258584442887,0.2555010511562719,,,,,,,,,,,,,,,,,,,,,,
Región Centro Sur,86,Putumayo,86001,Mocoa,0.2772,0.5296,0.3253,0.3731,0.3614,0.2453,0.2532,0.1553,0.6995,0.2039,0.0169599321602713,0.1151155395378418,0.6711893152427391,0.0010175959296162,0.0112359550561797,0.0175959296162815,0.1474666101335594,0.0194191223235107,0.0196577243293247,0.760368485969781,0.0010792476102374,0.01140918902251,0.2074853530681467,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,68,Santander,68464,Mogotes,0.95,0.0637,0.95,0.0449,0.0435,0.95,0.0304,0.8929,0.0841,0.95,0.0044298921417565,0.049306625577812,0.0807010785824345,0.0017334360554699,0.0084745762711864,0.0048151001540832,0.8478428351309707,0.0026964560862865,0.0063444672513528,0.0979660384400074,0.0007464079119238,0.0065310692293338,0.8884120171673819,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,68,Santander,68468,Molagavita,0.95,0.0526,0.95,0.0371,0.0359,0.95,0.0251,0.8353,0.0695,0.95,0.0064367816091954,0.1181609195402298,0.0666666666666666,0.0004597701149425,0.0045977011494252,0.0059770114942528,0.7931034482758621,0.0045977011494252,0.0086812732534105,0.0793716411740388,0.0008267879288962,0.0041339396444811,0.9069863579991732,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,23,Córdoba,23464,Momil,0.2926,0.366,0.3434,0.2578,0.2497,0.2589,0.1749,0.164,0.4833,0.2153,0.0141769493305329,0.3399842478340771,0.4637700183775269,0.0010501443948542,0.0043318456287739,0.0114203202940404,0.1556839065371488,0.0095825676030454,0.0140171320502836,0.541995772610969,0.0012237178774057,0.0060073423072644,0.4367560351540772,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,13,Bolívar,13468,Mompós,0.2103,0.347,0.2468,0.2445,0.2368,0.1861,0.1659,0.1178,0.4584,0.1547,0.0114758302346454,0.3874855750737274,0.4397999743556866,0.0025003205539171,0.0083985126298243,0.0194255673804333,0.1118733170919348,0.0190409026798307,0.0108071213241567,0.545077071838917,0.0014219896479153,0.0048347648029122,0.4378590523860986,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15464,Mongua,0.95,0.0976,0.95,0.0687,0.0666,0.95,0.0467,0.7491,0.1289,0.95,0.0039898440333696,0.132752992383025,0.1236851650344577,0.0007254261878853,0.0050779833151976,0.0025389916575988,0.7112803772216177,0.019949220166848,0.0095661086436624,0.1807311240177656,0.0006832934745473,0.0068329347454731,0.8021865391185514,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15466,Monguí,0.95,0.206,0.95,0.1451,0.1405,0.95,0.0984,0.602,0.272,0.7905,0.0142800476001586,0.1027370091233637,0.261007536691789,0.0003966679888932,0.0119000396667988,0.0059500198333994,0.57159857199524,0.032130107100357,0.0229533282325937,0.3527161438408569,0.0015302218821729,0.0145371078806426,0.6082631981637338,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15469,Moniquirá,0.95,0.2059,0.95,0.145,0.1405,0.9282,0.0984,0.5878,0.2719,0.7718,0.013002773925104,0.113124133148405,0.2609223300970874,0.0016470180305131,0.0112690707350901,0.018637309292649,0.5580790568654647,0.0233183079056865,0.0180475799835931,0.3318293683347005,0.001312551271534,0.013371616078753,0.6354388843314192,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,5,Antioquia,05467,Montebello,0.4533,0.1087,0.532,0.0765,0.0741,0.4012,0.0519,0.254,0.1435,0.3336,0.0175718849840255,0.5239616613418531,0.1376996805111821,0.0073482428115015,0.0166134185303514,0.0121405750798722,0.2412140575079872,0.0434504792332268,0.029618320610687,0.1987786259541984,0.0042748091603053,0.0216793893129771,0.7456488549618321,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,13,Bolívar,13458,Montecristo,0.3944,0.3369,0.4628,0.2373,0.2299,0.349,0.161,0.221,0.4449,0.2902,0.0088216761184625,0.2908002520478891,0.4269061121613106,0.0012602394454946,0.0088216761184625,0.0368620037807183,0.2098298676748582,0.016698172652804,0.0163979229297622,0.5239136376059033,0.0008198961464881,0.0046460781634326,0.4542224651544138,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,23,Córdoba,23466,Montelíbano,0.1856,0.5588,0.2178,0.3936,0.3813,0.1642,0.2671,0.104,0.738,0.1366,0.0151774469596667,0.1345948913359382,0.7081086317693028,0.0014208673749475,0.0100429489456518,0.0208932088997965,0.0987502825588529,0.0110117221558433,0.0160460992907801,0.7933806146572104,0.0006205673758865,0.0084219858156028,0.1815307328605201,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,63,Quindío,63470,Montenegro,0.6362,0.2046,0.7467,0.1441,0.1396,0.563,0.0978,0.3565,0.2702,0.4682,0.0230123180291153,0.2949608062709966,0.2592945128779395,0.0030795072788353,0.0326427771556551,0.0123740201567749,0.338521836506159,0.036114221724524,0.0278817466775155,0.3668565229183618,0.0020070518036343,0.0357472199620287,0.5675074586384594,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,23,Córdoba,23001,Montería,0.323,0.3696,0.3791,0.2603,0.2522,0.2859,0.1767,0.181,0.4881,0.2377,0.0149454327311321,0.3039962160540827,0.468390207886297,0.0009632911100343,0.0078909116079462,0.0124881751690085,0.1718811287233797,0.0194446367181191,0.0184726289704888,0.5714176001966045,0.0007833459624403,0.0085451268713264,0.4007812979991398,,,,,,,,,,,,,,,,,,,,,,
Región Llano,85,Casanare,85162,Monterrey,0.95,0.1619,0.95,0.1141,0.1105,0.95,0.0774,0.6916,0.2139,0.9082,0.0124720555359454,0.0750676550182374,0.2052006118366866,0.0010589481115425,0.0127073773385104,0.0236498411577832,0.6566654900576538,0.0131780209436404,0.0203393770339377,0.2792887029288703,0.0005811250581125,0.0132496513249651,0.6865411436541143,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,23,Córdoba,23500,Moñitos,0.209,0.3594,0.2453,0.2532,0.2452,0.1849,0.1718,0.1171,0.4747,0.1538,0.0126757028112449,0.379894578313253,0.4554467871485944,0.0026355421686746,0.0041415662650602,0.0126757028112449,0.1111947791164658,0.0213353413654618,0.0115886045388701,0.5265089328826654,0.0010622887493964,0.0042491549975857,0.4565910188314824,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,13,Bolívar,13473,Morales,0.7931,0.1859,0.9308,0.131,0.1269,0.7018,0.0889,0.4444,0.2456,0.5836,0.0094260225551254,0.2178084497559333,0.235650563878135,0.0028614711328059,0.0069011950850025,0.0935869382258879,0.4219828311732032,0.0117825281939067,0.0068595287801968,0.2716969877721443,0.0004473605726215,0.0052192066805845,0.7157769161944527,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,19,Cauca,19473,Morales,0.2507,0.4484,0.2942,0.3158,0.306,0.2218,0.2143,0.1405,0.5922,0.1844,0.0248843187660668,0.1605141388174807,0.5682262210796916,0.0053470437017994,0.0199485861182519,0.0582005141388174,0.1333676092544987,0.0295115681233933,0.0322235688315391,0.6914521993298638,0.0029942254223996,0.0216724887716546,0.2516575176445427,,,,,,,,,,,,,,,,,,,,,,
Región Centro Sur,18,Caquetá,18479,Morelia,0.95,0.1599,0.95,0.1127,0.1091,0.9018,0.0765,0.5711,0.2113,0.7499,0.0157657657657657,0.1998873873873874,0.2027027027027027,0.0011261261261261,0.0129504504504504,0.0112612612612612,0.5422297297297297,0.0140765765765765,0.0181017612524461,0.2534246575342466,0.0029354207436399,0.0088062622309197,0.7167318982387475,,,,,,,,,,,,,,,,,,,,,,
Región Llano,94,Guainía,94888,Morichal,0.12,0.6212,0.1408,0.4376,0.4239,0.1062,0.2969,0.0672,0.8204,0.0883,0.0212765957446808,0.0425531914893617,0.7872340425531915,,,0.0425531914893617,0.0638297872340425,0.0425531914893617,0.015625,0.765625,,,0.21875,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,70,Sucre,70473,Morroa,0.1924,0.4711,0.2258,0.3319,0.3215,0.1702,0.2252,0.1078,0.6222,0.1415,0.0126446379577716,0.2462125730645353,0.5970416318740308,0.0011928903733746,0.0082309435762853,0.0187283788619825,0.1023499940355481,0.0135989502564714,0.0127741111347668,0.6935277836917181,0.0008516074089844,0.0086225250159676,0.2842239727485629,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,25,Cundinamarca,25473,Mosquera,0.6444,0.3328,0.7563,0.2344,0.2271,0.5702,0.1591,0.3611,0.4395,0.4742,0.0217728890326755,0.124894856033646,0.4217567130378518,0.000452927855063,0.014073115496603,0.0205435134260757,0.3428663862827564,0.0536395988353283,0.0287189883193358,0.5442932071950317,0.0004504939344209,0.0162499597773272,0.4102873507738842,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,52,Nariño,52473,Mosquera,0.0529,0.7101,0.0621,0.5002,0.4846,0.0468,0.3394,0.0297,0.9379,0.0389,0.0097323600973236,0.0337156760514424,0.899895724713243,0.0024330900243309,0.0086896072297532,0.0079944386513729,0.0281543274244004,0.0093847758081334,0.0075346594333936,0.9454490657022304,0.0012055455093429,0.0057263411693791,0.040084388185654,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15476,Motavita,0.95,0.3092,0.95,0.2178,0.211,0.8711,0.1478,0.5517,0.4083,0.7244,0.0102379634753735,0.0381848367459878,0.3918096292197011,0.0008301051466519,0.009131156613171,0.0066408411732152,0.5237963475373547,0.0193691200885445,0.0138284250960307,0.4878361075544174,0.0005121638924455,0.0128040973111395,0.4850192061459667,,,,,,,,,,,,,,,,,,,,,,
Región Centro Sur,73,Tolima,73461,Murillo,0.6798,0.2354,0.7978,0.1658,0.1606,0.6016,0.1125,0.381,0.3109,0.5002,0.0179257362355953,0.2592829705505762,0.2983354673495518,0.0076824583866837,0.02752880921895,0.0051216389244558,0.3617157490396927,0.0224071702944942,0.0216647662485746,0.3683010262257696,0.0045610034207525,0.0239452679589509,0.5815279361459521,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,5,Antioquia,05475,Murindó,0.0427,0.6823,0.0501,0.4806,0.4656,0.0378,0.3261,0.0239,0.9011,0.0314,0.0104803493449781,0.0620087336244541,0.8646288209606987,0.005240174672489,0.0017467248908296,0.016593886462882,0.022707423580786,0.016593886462882,0.0079840319361277,0.918829008649368,0.0039920159680638,0.0026613439787092,0.0665335994677312,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,5,Antioquia,05480,Mutatá,0.5807,0.3209,0.6815,0.226,0.219,0.5139,0.1534,0.3254,0.4238,0.4273,0.0148088853311987,0.2195317190314188,0.4066439863918351,0.0020012007204322,0.0100060036021612,0.0132079247548529,0.3089853912347408,0.02481488893336,0.0165122156697556,0.5159224936815501,0.0020219039595619,0.0101095197978096,0.4554338668913226,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,54,Norte de Santander,54480,Mutiscua,0.95,0.0344,0.95,0.0242,0.0235,0.95,0.0164,0.8828,0.0454,0.95,0.0085127691537305,0.085628442663996,0.043565348022033,0.0025037556334501,0.0030045067601402,0.0050075112669003,0.8382573860791187,0.0135202804206309,0.0081669691470054,0.058076225045372,0.0013611615245009,0.0040834845735027,0.9283121597096188,,,,,,,,,,,,,,,,,,,,,,
